0	9464
1	22906
2	726
3	55847
4	84131
5	4068
6	657
7	4629
8	5539
9	27125
10	285175
11	51364
12	54496
13	57142
14	6046
15	10653
16	115908
17	7287
18	947
19	5187
20	342096
21	27445
22	3481
23	4838
24	471
25	10717
26	7407
27	2719
28	5373
29	221037
30	79659
31	5160
32	22900
33	2566
34	23411
35	6910
36	5080
37	5226
38	81494
39	672
40	10884
41	146057
42	2776
43	259236
44	3735
45	8556
46	3716
47	80025
48	9242
49	9681
50	5293
51	203286
52	291
53	126374
54	23400
55	8722
56	30813
57	81790
58	26276
59	2913
60	3081
61	6531
62	898
63	7010
64	8284
65	4092
66	1062
67	7345
68	6529
69	283310
70	3169
71	83394
72	55714
73	7508
74	23460
75	26121
76	27031
77	23001
78	7786
79	11107
80	4779
81	81669
82	11337
83	113612
84	5519
85	1413
86	10459
87	9928
88	163786
89	2044
90	1999
91	4902
92	84630
93	5216
94	1440
95	51244
96	8398
97	7099
98	11113
99	155061
100	2899
101	2651
102	4323
103	6121
104	27148
105	57679
106	9939
107	3939
108	51053
109	7148
110	6430
111	60312
112	1836
113	51102
114	51474
115	84649
116	5121
117	7369
118	1415
119	6903
120	9220
121	27235
122	79192
123	4968
124	2115
125	10457
126	84693
127	54757
128	10097
129	6094
130	675
131	55768
132	558
133	1141
134	7532
135	6752
136	23224
137	1285
138	114787
139	6927
140	5894
141	116150
142	3036
143	8050
144	11311
145	9516
146	181
147	4747
148	6948
149	4286
150	5396
151	836
152	1690
153	4589
154	4018
155	10319
156	3630
157	83734
158	686
159	673
160	1786
161	2232
162	5861
163	4524
164	10075
165	51477
166	54809
167	3091
168	2099
169	1105
170	200894
171	687
172	57731
173	84152
174	11321
175	3991
176	80854
177	7480
178	7299
179	23352
180	3646
181	9863
182	5649
183	7088
184	208
185	2692
186	84444
187	27286
188	1510
189	3239
190	2548
191	25816
192	3084
193	112939
194	23310
195	2817
196	23562
197	5626
198	7021
199	10013
200	83959
201	525
202	3692
203	153562
204	80315
205	1909
206	79577
207	54903
208	2560
209	2071
210	120114
211	80312
212	2064
213	6098
214	1211
215	9101
216	4595
217	51010
218	23133
219	6612
220	990
221	6506
222	102
223	6324
224	1807
225	23600
226	596
227	10785
228	4744
229	6442
230	54499
231	2908
232	54888
233	9935
234	2334
235	91949
236	51475
237	7157
238	6341
239	91833
240	595
241	8972
242	2259
243	81704
244	100506658
245	1296
246	1643
247	9048
248	10804
249	5172
250	22802
251	6155
252	3769
253	2998
254	9319
255	84667
256	653509
257	22861
258	4016
259	6615
260	3757
261	8111
262	57452
263	4166
264	5521
265	220296
266	10249
267	55114
268	51062
269	7424
270	157680
271	1108
272	56603
273	5338
274	7942
275	51068
276	4493
277	157574
278	2960
279	145873
280	55733
281	7552
282	83854
283	142
284	29968
285	10644
286	91147
287	9825
288	4094
289	6331
290	8928
291	1121
292	1535
293	84627
294	55591
295	80067
296	51715
297	57724
298	375298
299	54567
300	146713
301	6414
302	91869
303	8675
304	29920
305	5346
306	4673
307	8192
308	353500
309	1947
310	472
311	2617
312	6866
313	8867
314	55218
315	2078
316	126549
317	23157
318	79875
319	27349
320	4070
321	57152
322	4054
323	80063
324	126792
325	4854
326	57096
327	3094
328	4221
329	84947
330	8600
331	6491
332	5598
333	7390
334	374291
335	22821
336	3859
337	6571
338	55334
339	652
340	9158
341	6446
342	10762
343	5443
344	259
345	59343
346	5465
347	2048
348	63901
349	60495
350	1130
351	6935
352	56254
353	6288
354	6399
355	79608
356	23417
357	5694
358	249
359	7905
360	6317
361	6573
362	6311
363	153241
364	5563
365	8036
366	1719
367	55240
368	4000
369	3663
370	2916
371	9531
372	140807
373	9472
374	2159
375	80201
376	10767
377	340419
378	4646
379	4488
380	3921
381	2294
382	145258
383	22909
384	128989
385	653427
386	1571
387	10564
388	3119
389	91662
390	25833
391	9780
392	8419
393	7048
394	28952
395	8747
396	5277
397	10512
398	494513
399	1577
400	203547
401	255928
402	57465
403	8085
404	10165
405	80224
406	139411
407	4190
408	1950
409	80208
410	129831
411	59352
412	22999
413	10388
414	64093
415	9510
416	7399
417	1723
418	3891
419	4087
420	55359
421	10585
422	5979
423	2004
424	26136
425	3483
426	5826
427	4023
428	23607
429	51430
430	2218
431	7030
432	3090
433	4851
434	1959
435	79731
436	1589
437	8542
438	3949
439	10047
440	55165
441	238
442	84140
443	131118
444	9723
445	27324
446	7181
447	23529
448	5518
449	121256
450	23394
451	8328
452	3569
453	3270
454	1287
455	84617
456	10641
457	5530
458	889
459	1436
460	80704
461	2022
462	53616
463	9918
464	79977
465	2658
466	22995
467	80155
468	5393
469	10161
470	23038
471	2672
472	27
473	5213
474	2495
475	3577
476	5092
477	90167
478	2737
479	411
480	6595
481	5347
482	3030
483	6091
484	343641
485	51763
486	2182
487	1890
488	3910
489	26022
490	3908
491	5309
492	147138
493	140683
494	7143
495	4001
496	220
497	2203
498	1982
499	5781
500	6314
501	9817
502	6656
503	55214
504	1012
505	3429
506	2706
507	182
508	10197
509	5663
510	5727
511	55737
512	169522
513	3107
514	6120
515	30817
516	5195
517	55835
518	19
519	55777
520	55333
521	1293
522	4781
523	25797
524	1981
525	23550
526	4830
527	79648
528	1258
529	1139
530	9227
531	23509
532	25923
533	2006
534	22954
535	3267
536	23590
537	128637
538	6785
539	26137
540	7003
541	84879
542	23732
543	7038
544	255631
545	10010
546	3192
547	6774
548	7355
549	677
550	79633
551	51119
552	64175
553	3190
554	3026
555	55699
556	26578
557	7248
558	57728
559	2023
560	1041
561	79665
562	5921
563	27034
564	25886
565	4831
566	9622
567	7447
568	51604
569	6223
570	5318
571	5995
572	6366
573	22930
574	5549
575	8526
576	8549
577	64324
578	4091
579	468
580	51741
581	6519
582	493856
583	91137
584	6863
585	8764
586	5009
587	5214
588	3158
589	79751
590	8022
591	51621
592	10166
593	7305
594	582
595	1593
596	89866
597	35
598	2296
599	89782
600	112476
601	23090
602	2919
603	56983
604	11200
605	55624
606	5332
607	9987
608	4621
609	5071
610	10403
611	51004
612	823
613	5870
614	2531
615	302
616	56262
617	25780
618	4921
619	91942
620	7020
621	51626
622	57337
623	6872
624	629
625	22796
626	57502
627	117177
628	735
629	10278
630	59349
631	8289
632	220988
633	344
634	10461
635	4653
636	54968
637	27165
638	10452
639	2068
640	23096
641	2979
642	79798
643	6869
644	6596
645	284403
646	3339
647	4841
648	10683
649	54858
650	1410
651	2731
652	23513
653	10318
654	5076
655	7466
656	5897
657	7517
658	1302
659	10845
660	338917
661	4720
662	51241
663	9829
664	54971
665	6913
666	4909
667	11141
668	1893
669	129787
670	5728
671	4803
672	9735
673	168400
674	10007
675	9381
676	11332
677	8076
678	1299
679	7965
680	5190
681	1244
682	6296
683	5225
684	6597
685	6790
686	140628
687	22949
688	2110
689	6323
690	7546
691	9993
692	1750
693	135250
694	137682
695	8074
696	2642
697	9782
698	23639
699	4913
700	5095
701	2119
702	5414
703	50
704	5116
705	55612
706	3371
707	11285
708	29108
709	326
710	26235
711	4689
712	427
713	5350
714	9757
715	93233
716	8425
717	120892
718	2151
719	5698
720	81578
721	79885
722	6928
723	170691
724	9553
725	8091
726	8443
727	2067
728	9775
729	10979
730	10095
731	7049
732	100287745
733	64399
734	29058
735	8291
736	859
737	10555
738	2643
739	6496
740	5915
741	83932
742	2058
743	9338
744	8621
745	2521
746	6535
747	51422
748	64419
749	7441
750	9150
751	2903
752	6655
753	92609
754	3703
755	147409
756	5450
757	10159
758	4983
759	4194
760	391356
761	1639
762	6712
763	7477
764	5456
765	285590
766	27145
767	123041
768	54205
769	26278
770	7227
771	4170
772	3110
773	286380
774	26090
775	3009
776	633
777	1181
778	56154
779	26353
780	7204
781	79641
782	81620
783	27315
784	23627
785	10859
786	3315
787	25839
788	2354
789	10382
790	11236
791	3713
792	5599
793	6133
794	1459
795	23435
796	23764
797	84464
798	610
799	55755
800	10587
801	55572
802	3845
803	6757
804	6778
805	10472
806	2901
807	83552
808	3784
809	1406
810	8818
811	64132
812	4691
813	8522
814	8493
815	3861
816	22933
817	4544
818	3008
819	11019
820	5913
821	5696
822	4772
823	2767
824	1585
825	25759
826	57045
827	1616
828	23264
829	222662
830	1813
831	10084
832	64077
833	10815
834	5270
835	1137
836	2261
837	2639
838	2018
839	4089
840	23327
841	2984
842	488
843	4609
844	1029
845	7991
846	1896
847	653361
848	3667
849	10112
850	65055
851	871
852	597
853	6469
854	1592
855	5796
856	137492
857	2332
858	64858
859	10863
860	581
861	1760
862	5340
863	1428
864	57017
865	100507436
866	6563
867	4353
868	54551
869	6949
870	57654
871	121512
872	54805
873	27185
874	2079
875	51651
876	866
877	2896
878	116519
879	23613
880	27232
881	66002
882	29925
883	2707
884	84335
885	728294
886	2773
887	4580
888	7984
889	6708
890	51438
891	493
892	9997
893	5251
894	372
895	3418
896	91
897	38
898	55666
899	701
900	55906
901	6495
902	6658
903	4915
904	8239
905	9421
906	7531
907	5176
908	23418
909	1677
910	3149
911	91433
912	27130
913	54892
914	6713
915	10614
916	724066
917	730051
918	51633
919	92840
920	23171
