0	C1125
1	C1159
2	C4
3	C591
4	C141
5	C930
6	C872
7	C703
8	C1117
9	C696
10	C1401
11	C233
12	C1384
13	C534
14	C609
15	C338
16	C681
17	C347
18	C1405
19	C858
20	C532
21	C1341
22	C114
23	C176
24	C166
25	C1179
26	C456
27	C464
28	C895
29	C566
30	C585
31	C441
32	C985
33	C254
34	C101
35	C58
36	C1093
37	C1322
38	C823
39	C1275
40	C401
41	C153
42	C221
43	C716
44	C160
45	C739
46	C623
47	C561
48	C460
49	C973
50	C620
51	C342
52	C248
53	C1251
54	C1272
55	C305
56	C1300
57	C939
58	C120
59	C447
60	C755
61	C1296
62	C113
63	C147
64	C135
65	C1075
66	C976
67	C511
68	C138
69	C1130
70	C1049
71	C1297
72	C630
73	C1306
74	C150
75	C466
76	C388
77	C1181
78	C815
79	C187
80	C204
81	C487
82	C692
83	C334
84	C100
85	C667
86	C165
87	C1326
88	C536
89	C1170
90	C118
91	C562
92	C260
93	C571
94	C288
95	C131
96	C201
97	C1010
98	C314
99	C1039
100	C294
101	C406
102	C949
103	C501
104	C368
105	C359
106	C1050
107	C1205
108	C262
109	C52
110	C557
111	C530
112	C280
113	C152
114	C1369
115	C1254
116	C615
117	C547
118	C1082
119	C232
120	C873
121	C134
122	C1055
123	C1293
124	C85
125	C439
126	C1112
127	C627
128	C117
129	C510
130	C1002
131	C1212
132	C1269
133	C68
134	C89
135	C515
136	C324
137	C116
138	C218
139	C573
140	C612
141	C415
142	C143
143	C1187
144	C799
145	C1413
146	C1403
147	C783
148	C412
149	C69
150	C1398
151	C608
152	C749
153	C595
154	C690
155	C273
156	C514
157	C356
158	C124
159	C225
160	C1151
161	C1350
162	C1437
163	C648
164	C678
165	C538
166	C157
167	C32
168	C640
169	C1032
170	C697
171	C376
172	C565
173	C228
174	C544
175	C182
176	C216
177	C1340
178	C577
179	C24
180	C1061
181	C933
182	C600
183	C867
184	C835
185	C533
186	C1113
187	C539
188	C65
189	C674
190	C542
191	C414
192	C352
193	C552
194	C31
195	C502
196	C1190
197	C212
198	C1400
199	C1432
200	C451
201	C381
202	C129
203	C980
204	C239
205	C390
206	C828
207	C90
208	C517
209	C728
210	C349
211	C300
212	C1402
213	C1268
214	C1361
215	C618
216	C525
217	C463
218	C274
219	C932
220	C209
221	C193
222	C1148
223	C386
224	C325
225	C558
226	C394
227	C614
228	C978
229	C146
230	C1419
231	C344
232	C14
233	C969
234	C1216
235	C837
236	C1256
237	C285
238	C1231
239	C183
240	C409
241	C1307
242	C80
243	C404
244	C331
245	C958
246	C168
247	C127
248	C42
249	C391
250	C167
251	C1158
252	C315
253	C185
254	C190
255	C357
256	C1040
257	C1162
258	C278
259	C488
260	C281
261	C1016
262	C881
263	C1188
264	C1388
265	C421
266	C689
267	C518
268	C722
269	C106
270	C1052
271	C411
272	C492
273	C718
274	C592
275	C768
276	C51
277	C1247
278	C570
279	C383
280	C1249
281	C50
282	C493
283	C11
284	C1292
285	C343
286	C26
287	C40
288	C417
289	C462
290	C931
291	C1380
292	C445
293	C549
294	C354
295	C1311
296	C1007
297	C1138
298	C22
299	C1012
300	C49
301	C1173
302	C71
303	C92
304	C638
305	C76
306	C317
307	C520
308	C202
309	C967
310	C44
311	C345
312	C170
313	C827
314	C186
315	C856
316	C878
317	C73
318	C1387
319	C471
320	C467
321	C203
322	C323
323	C1333
324	C629
325	C426
326	C454
327	C875
328	C785
329	C747
330	C1095
331	C1420
332	C198
333	C604
334	C642
335	C1298
336	C546
337	C622
338	C358
339	C286
340	C213
341	C694
342	C231
343	C1142
344	C1321
345	C214
346	C564
347	C111
348	C355
349	C208
350	C580
351	C316
352	C729
353	C3
354	C1
355	C621
356	C707
357	C99
358	C364
359	C684
360	C496
361	C1197
362	C1304
363	C83
364	C47
365	C1152
366	C450
367	C636
368	C395
369	C1344
370	C645
371	C82
372	C807
373	C797
374	C1217
375	C1071
376	C449
377	C957
378	C1352
379	C398
380	C688
381	C1290
382	C516
383	C86
384	C341
385	C1310
386	C802
387	C677
388	C379
389	C396
390	C1214
391	C296
392	C322
393	C237
394	C711
395	C765
396	C1129
397	C378
398	C519
399	C654
400	C859
401	C1110
402	C258
403	C880
404	C56
405	C1041
406	C700
407	C329
408	C437
409	C687
410	C8
411	C21
412	C279
413	C266
414	C477
415	C407
416	C158
417	C1342
418	C311
419	C1427
420	C579
421	C251
422	C794
423	C865
424	C140
425	C1286
426	C34
427	C200
428	C1046
429	C348
430	C527
431	C1134
432	C1169
433	C1367
434	C535
435	C418
436	C1337
437	C238
438	C663
439	C795
440	C586
441	C1153
442	C929
443	C686
444	C403
445	C392
446	C977
447	C151
448	C1215
449	C950
450	C1362
451	C1080
452	C154
453	C36
454	C1160
455	C318
456	C226
457	C173
458	C177
459	C293
460	C523
461	C363
462	C572
463	C521
464	C1363
465	C164
466	C330
467	C410
468	C679
469	C559
470	C360
471	C442
472	C685
473	C468
474	C1410
475	C500
476	C556
477	C1103
478	C304
479	C656
480	C1091
481	C95
482	C494
483	C104
484	C567
485	C121
486	C446
487	C484
488	C465
489	C769
490	C125
491	C1426
492	C469
493	C384
494	C1429
