0	1458	-1
0	2332	-1
0	1333	-1
0	2018	-1
0	971	-2
0	575	-1
0	1024	1
0	894	-1
0	1589	-1
0	1052	-1
0	1057	-1
0	1773	-1
0	515	-1
0	2140	-1
0	1574	-1
0	1760	-1
0	2344	-1
0	2465	-1
0	2273	-2
0	449	1
0	140	-1
0	1319	-1
0	833	-1
0	1794	-1
0	1209	-1
0	1396	-1
0	1624	-1
0	184	-1
0	813	-1
0	560	-1
0	735	-1
0	1228	-2
0	1981	-1
0	695	-1
0	2032	-1
0	2147	-1
0	2059	-1
0	2370	-1
0	724	-1
0	1946	-2
0	2313	-1
0	1044	-1
0	990	-1
0	1763	-1
1	1583	-1
1	555	-1
1	2305	-1
2	2232	1
2	780	-1
3	2370	-1
4	2405	1
4	866	-1
4	1499	1
5	1266	1
5	203	1
5	2062	1
5	2544	1
6	573	-1
7	1517	-1
7	2092	-1
7	1250	-1
7	19	-1
7	637	-1
7	159	-1
7	2544	-1
7	560	-1
7	971	-1
7	2413	-1
7	1445	-1
8	2097	-2
9	841	1
9	1545	1
9	22	1
9	1695	1
9	1524	1
9	1435	1
9	1718	1
9	2509	-2
10	124	-1
11	2398	-1
11	311	-1
11	1939	-1
12	17	-1
13	19	-1
14	1505	1
14	1828	-1
15	2496	-1
15	1603	-1
15	2393	-1
15	511	-1
16	481	-1
16	914	-1
17	1588	-1
17	305	-1
17	980	-1
17	971	-3
17	977	-2
17	1445	-1
17	1481	1
17	90	-1
17	463	0
17	2465	3
17	639	-3
17	560	-1
17	1306	-1
17	2051	-1
17	1413	0
17	2180	-2
17	637	-1
17	550	1
17	2090	-1
17	19	-5
17	159	-1
17	2538	-1
17	483	-1
17	555	0
17	916	-1
17	363	-1
17	678	-1
17	2229	-1
17	1763	-1
17	990	-1
17	2478	0
17	498	1
17	1765	-1
17	799	-1
17	2274	-1
17	1797	-2
17	1149	-1
17	442	-2
17	2202	0
17	1499	-1
17	2171	-2
17	12	1
17	837	-2
17	1351	-1
17	1257	2
17	95	0
17	51	-1
17	2168	-1
17	986	-2
18	1615	0
19	2149	-1
20	48	-1
20	517	1
20	1775	-1
21	841	-1
21	1524	-1
21	2509	-1
21	1718	-1
21	1883	-1
21	960	-1
21	1545	-2
21	1695	-1
21	528	-1
21	917	-1
21	5	2
22	2048	-1
22	2105	-1
22	2329	-1
22	1635	-1
23	2467	-1
23	863	-1
23	2213	-1
23	1433	-1
23	76	-1
23	2465	-1
24	2461	-1
24	1230	-1
24	45	1
24	463	-1
24	2358	-1
24	2415	-1
24	2005	-4
25	2550	0
25	634	-1
25	1638	-1
25	2202	-1
25	642	-2
25	949	-1
25	2234	-1
25	2354	-1
25	980	-1
25	533	-1
25	971	0
25	219	-1
25	2097	-1
25	2177	-1
25	1229	-1
25	2090	-1
25	1194	-1
25	156	-1
25	363	-1
25	1824	1
25	1499	-1
25	2405	-1
25	175	-1
25	1291	-1
25	1826	-1
25	61	-1
25	622	-1
25	837	-2
25	1578	1
25	2453	-2
25	1135	-1
25	2465	-1
25	290	-2
25	2091	-1
25	1517	-4
25	2248	-1
25	2021	-1
26	242	-1
27	2290	-1
27	1954	-1
27	1801	-1
29	434	-1
30	34	-2
31	932	-1
31	2472	-1
31	1193	-1
31	904	-1
31	2236	-1
31	77	-1
31	1624	-1
31	530	-4
31	2047	-1
31	2273	-2
31	140	-1
31	1763	-1
31	2373	-1
31	1128	-1
31	2097	-1
31	463	-1
31	1901	-3
31	1169	-2
31	1783	-1
31	2409	-2
31	1711	-1
31	1738	-1
31	1392	-1
31	734	-1
31	501	-1
31	1670	-3
31	825	-1
31	1637	-1
31	188	-1
31	2388	-1
31	2465	-5
31	738	-1
31	2370	-2
31	1621	-1
31	2264	-1
31	1383	-2
31	348	-1
31	2148	-1
31	457	-1
31	309	-1
31	822	-2
31	11	-1
31	2362	-1
31	1708	-1
31	718	-1
31	1143	-1
31	82	-1
31	833	-2
31	2222	-1
31	179	-1
31	1052	-1
31	1110	-11
31	2063	-1
31	2358	0
31	874	1
31	639	-3
31	1796	-1
32	2210	-1
32	1679	-1
32	1161	-1
32	2309	-2
32	795	-1
32	2079	0
32	37	-1
33	463	-1
33	620	1
33	1413	-1
33	734	-1
33	1129	-1
33	2210	-1
33	1382	1
33	2370	-1
33	1738	-1
33	1455	-1
33	2473	-1
33	2187	0
34	1763	1
34	659	1
34	554	1
35	2291	-1
35	135	-1
36	2211	1
36	833	-1
36	2465	2
36	44	-1
36	324	-1
36	2438	-1
36	1490	-1
36	1638	-1
36	822	-1
36	340	1
36	1440	-1
36	1042	-1
36	292	-2
36	771	-1
36	901	-1
36	556	-1
36	2125	-1
36	951	1
36	1130	-1
36	1600	-1
36	2273	1
36	2305	1
36	1433	-1
36	2370	1
36	1710	-1
36	2387	-1
36	2308	1
36	2482	-1
36	1154	-1
36	124	1
36	1994	-1
36	1046	-2
36	2392	-1
36	2309	-1
36	348	0
36	1991	1
36	660	1
