0	065
1	01455
2	135010
3	02800
4	2639
5	465284
6	28304
7	0992
8	02560
9	01458
10	29864
11	63618
12	50859
13	0671
14	01136
15	0499
16	02621
17	7956
18	0813
19	081
20	0356
21	01534
22	0122
23	0410
24	22652
25	0743
26	5070
27	02049
28	10650
29	01196
30	0305
31	29321
32	132112
33	02463
34	01878
35	50693
36	0106
37	0574
38	0854
39	02671
40	4917
41	63611
42	02096
43	01175
44	01995
45	0502
46	0590
47	0605
48	02470
49	6437
50	6843
51	0588
52	0511
53	02866
54	8435
55	02337
56	3668
57	02218
58	02881
59	02013
60	02632
61	7640
62	01269
63	58987
64	01653
65	02314
66	0886
67	01901
68	0701
69	02345
70	0790
71	01416
72	2453
73	01897
74	02646
75	01191
76	40279
77	02611
78	01725
79	0705
80	6715
81	4856
82	4653
83	01291
84	02919
85	0624
86	02229
87	75401
88	0450
89	0231
90	02181
91	01545
92	0823
93	0637
94	01233
95	0470
96	50172
97	17154
98	0236
99	0494
100	01135
101	59173
102	01649
103	0600
104	062
105	0709
106	01189
107	0924
108	02137
109	5864
110	0379
111	37943
112	0909
113	75988
114	02114
115	0794
116	8024
117	31599
118	02715
119	02214
120	33118
121	02658
122	7726
123	3498
124	061
125	01906
126	0766
127	02660
128	50673
129	024
130	02678
131	490877
132	02718
133	0573
134	2679
135	3650
136	9939
137	6538
138	02203
139	75246
140	6909
141	0640
142	01577
143	0803
144	0927
145	6129
146	01160
147	02703
148	02882
149	01249
150	02015
151	85161
152	01079
153	31703
154	472805
155	02173
156	6950
157	02072
158	0159
159	0485
160	02077
161	01474
162	01840
163	50122
164	01045
165	23066
166	0392
167	0987
168	01771
169	28876
170	01459
171	01568
172	0694
173	0294
174	01035
175	6807
176	35341
177	02448
178	01159
179	3699
180	0336
181	17234
182	0252
183	02789
184	013
185	6924
186	61033
187	01844
188	0199
189	94686
190	0322
191	02477
192	01257
193	02352
194	02709
195	02011
196	01038
197	3750
198	0951
199	02784
200	01526
201	01372
202	6717
203	01353
204	45081
205	0608
206	4858
207	01695
208	01620
209	0962
210	18220
211	0212
212	01258
213	02530
214	01024
215	18019
216	01039
217	4325
218	01259
219	0977
220	02624
221	6130
222	0862
223	02164
224	0797
225	01636
226	01075
227	01465
228	01594
229	01509
230	02620
231	02829
232	36796
233	0990
234	8430
235	01759
236	02194
237	0401
238	0903
239	31632
240	078
241	02853
242	31225
243	87737
244	02135
245	8070
246	0781
247	01776
248	01431
249	01101
250	01383
251	4798
252	7907
253	0110
254	01275
255	3219
256	0616
257	0232
258	0804
259	02095
260	6954
261	0802
262	7852
263	02711
264	51368
265	0351
266	47781
267	15429
268	01511
269	01968
270	0817
271	02498
272	02969
273	0875
274	0115
275	0561
276	3510
277	0143
278	01201
279	02665
280	01044
281	291342
282	0595
283	6942
284	0831
285	02174
286	0807
287	02302
288	6504
289	02878
290	0130
291	02207
292	47381
293	0427
294	0213
295	16301
296	0182
297	7936
298	02437
299	02400
300	6704
301	4792
302	02628
303	0602
304	0265
305	02019
306	0188
307	01131
308	3814
309	6456
310	02353
311	3480
312	16684
313	073
314	63607
315	0299
316	17895
317	02497
318	46345
319	48844
320	0348
321	36791
322	01946
323	9445
324	01993
325	02032
326	02760
327	01062
328	0493
329	02444
330	02780
331	02336
332	01145
333	0707
334	02418
335	01260
336	0579
337	01277
338	01884
339	0567
340	8378
341	089
342	0981
343	01086
344	5000
345	0358
346	02630
347	28901
348	079
349	02097
350	02442
351	0498
352	02580
353	02783
354	01942
355	02428
356	37598
357	2668
358	01979
359	520985
360	01179
361	01209
362	5852
363	6076
364	01043
365	0889
366	01812
367	02235
368	47499
369	6872
370	0986
371	0625
372	2654
373	28669
374	02088
375	0399
376	0907
377	01270
378	01922
379	0321
380	02970
381	9566
382	80630
383	01095
384	30762
385	02458
386	01703
387	01939
388	01675
389	01709
390	0147
391	8021
392	0639
393	01176
394	0438
395	15864
396	01334
397	02237
398	01319
399	01973
400	02192
401	0442
402	02527
403	7983
404	02484
405	2637
406	6908
407	01679
408	7931
409	0500
410	5195
411	01274
412	0547
413	01639
414	9073
415	01382
416	9653
417	0814
418	37932
419	0148
420	02217
421	01842
422	01749
423	0135
424	0441
425	01202
426	01389
427	02879
428	71415
